"id","name","province_id","ubigeo_reniec","ubigeo_inei","created_at","updated_at"
"648","SAN IGNACIO","609","061101","060901",,
"649","CHIRINOS","609","061102","060902",,
"650","HUARANGO","609","061103","060903",,
"651","LA COIPA","609","061105","060904",,
"652","NAMBALLE","609","061104","060905",,
"653","SAN JOSE DE LOURDES","609","061106","060906",,
"654","TABACONAS","609","061107","060907",,
"655","PEDRO GALVEZ","610","061201","061001",,
"656","CHANCAY","610","061207","061002",,
"657","EDUARDO VILLANUEVA","610","061205","061003",,
"658","GREGORIO PITA","610","061203","061004",,
"659","ICHOCAN","610","061202","061005",,
"660","JOSE MANUEL QUIROZ","610","061204","061006",,
"661","JOSE SABOGAL","610","061206","061007",,
"662","SAN MIGUEL","611","061001","061101",,
"663","BOLIVAR","611","061013","061102",,
"664","CALQUIS","611","061002","061103",,
"665","CATILLUC","611","061012","061104",,
"666","EL PRADO","611","061009","061105",,
"667","LA FLORIDA","611","061003","061106",,
"668","LLAPA","611","061004","061107",,
"669","NANCHOC","611","061005","061108",,
"670","NIEPOS","611","061006","061109",,
"671","SAN GREGORIO","611","061007","061110",,
"672","SAN SILVESTRE DE COCHAN","611","061008","061111",,
"673","TONGOD","611","061011","061112",,
"674","UNION AGUA BLANCA","611","061010","061113",,
"675","SAN PABLO","612","061301","061201",,
"676","SAN BERNARDINO","612","061302","061202",,
"677","SAN LUIS","612","061303","061203",,
"678","TUMBADEN","612","061304","061204",,
"679","SANTA CRUZ","613","060901","061301",,
"680","ANDABAMBA","613","060910","061302",,
"681","CATACHE","613","060902","061303",,
"682","CHANCAYBAÑOS","613","060903","061304",,
"683","LA ESPERANZA","613","060904","061305",,
"684","NINABAMBA","613","060905","061306",,
"685","PULAN","613","060906","061307",,
"686","SAUCEPAMPA","613","060911","061308",,
"687","SEXI","613","060907","061309",,
"688","UTICYACU","613","060908","061310",,
"689","YAUYUCAN","613","060909","061311",,
"690","CALLAO","701","240101","070101",,
"691","BELLAVISTA","701","240102","070102",,
"692","CARMEN DE LA LEGUA REYNOSO","701","240104","070103",,
"693","LA PERLA","701","240105","070104",,
"694","LA PUNTA","701","240103","070105",,
"695","VENTANILLA","701","240106","070106",,
"696","MI PERU","701","240107","070107",,
"697","CUSCO","801","070101","080101",,
"698","CCORCA","801","070102","080102",,
"699","POROY","801","070103","080103",,
"700","SAN JERONIMO","801","070104","080104",,
"701","SAN SEBASTIAN","801","070105","080105",,
"702","SANTIAGO","801","070106","080106",,
"703","SAYLLA","801","070107","080107",,
"704","WANCHAQ","801","070108","080108",,
"705","ACOMAYO","802","070201","080201",,
"706","ACOPIA","802","070202","080202",,
"707","ACOS","802","070203","080203",,
"708","MOSOC LLACTA","802","070207","080204",,
"709","POMACANCHI","802","070204","080205",,
"710","RONDOCAN","802","070205","080206",,
"711","SANGARARA","802","070206","080207",,
"712","ANTA","803","070301","080301",,
"713","ANCAHUASI","803","070309","080302",,
"714","CACHIMAYO","803","070308","080303",,
"715","CHINCHAYPUJIO","803","070302","080304",,
"716","HUAROCONDO","803","070303","080305",,
"717","LIMATAMBO","803","070304","080306",,
"718","MOLLEPATA","803","070305","080307",,
"719","PUCYURA","803","070306","080308",,
"720","ZURITE","803","070307","080309",,
"721","CALCA","804","070401","080401",,
"722","COYA","804","070402","080402",,
"723","LAMAY","804","070403","080403",,
"724","LARES","804","070404","080404",,
"725","PISAC","804","070405","080405",,
"726","SAN SALVADOR","804","070406","080406",,
"727","TARAY","804","070407","080407",,
"728","YANATILE","804","070408","080408",,
"729","YANAOCA","805","070501","080501",,
"730","CHECCA","805","070502","080502",,
"731","KUNTURKANKI","805","070503","080503",,
"732","LANGUI","805","070504","080504",,
"733","LAYO","805","070505","080505",,
"734","PAMPAMARCA","805","070506","080506",,
"735","QUEHUE","805","070507","080507",,
"736","TUPAC AMARU","805","070508","080508",,
"737","SICUANI","806","070601","080601",,
"738","CHECACUPE","806","070603","080602",,
"739","COMBAPATA","806","070602","080603",,
"740","MARANGANI","806","070604","080604",,
"741","PITUMARCA","806","070605","080605",,
"742","SAN PABLO","806","070606","080606",,
"743","SAN PEDRO","806","070607","080607",,
"744","TINTA","806","070608","080608",,
"745","SANTO TOMAS","807","070701","080701",,
"746","CAPACMARCA","807","070702","080702",,
"747","CHAMACA","807","070704","080703",,
"748","COLQUEMARCA","807","070703","080704",,
"749","LIVITACA","807","070705","080705",,
"750","LLUSCO","807","070706","080706",,
"751","QUIÑOTA","807","070707","080707",,
"752","VELILLE","807","070708","080708",,
"753","ESPINAR","808","070801","080801",,
"754","CONDOROMA","808","070802","080802",,
"755","COPORAQUE","808","070803","080803",,
"756","OCORURO","808","070804","080804",,
"757","PALLPATA","808","070805","080805",,
"758","PICHIGUA","808","070806","080806",,
"759","SUYCKUTAMBO","808","070807","080807",,
"760","ALTO PICHIGUA","808","070808","080808",,
"761","SANTA ANA","809","070901","080901",,
"762","ECHARATE","809","070902","080902",,
"763","HUAYOPATA","809","070903","080903",,
"764","MARANURA","809","070904","080904",,
"765","OCOBAMBA","809","070905","080905",,
"766","QUELLOUNO","809","070908","080906",,
"767","QUIMBIRI","809","070909","080907",,
"768","SANTA TERESA","809","070906","080908",,
"769","VILCABAMBA","809","070907","080909",,
"770","PICHARI","809","070910","080910",,
"771","INKAWASI","809","070911","080911",,
"772","VILLA VIRGEN","809","070912","080912",,
"773","VILLA KINTIARINA","809","070913","080913",,
"774","MEGANTONI","809","070915","080914",,
"775","PARURO","810","071001","081001",,
"776","ACCHA","810","071002","081002",,
"777","CCAPI","810","071003","081003",,
"778","COLCHA","810","071004","081004",,
"779","HUANOQUITE","810","071005","081005",,
"780","OMACHA","810","071006","081006",,
"781","PACCARITAMBO","810","071008","081007",,
"782","PILLPINTO","810","071009","081008",,
"783","YAURISQUE","810","071007","081009",,
"784","PAUCARTAMBO","811","071101","081101",,
"785","CAICAY","811","071102","081102",,
"786","CHALLABAMBA","811","071104","081103",,
"787","COLQUEPATA","811","071103","081104",,
"788","HUANCARANI","811","071106","081105",,
"789","KOSÑIPATA","811","071105","081106",,
"790","URCOS","812","071201","081201",,
"791","ANDAHUAYLILLAS","812","071202","081202",,
"792","CAMANTI","812","071203","081203",,
"793","CCARHUAYO","812","071204","081204",,
"794","CCATCA","812","071205","081205",,
"795","CUSIPATA","812","071206","081206",,
"796","HUARO","812","071207","081207",,
"797","LUCRE","812","071208","081208",,
"798","MARCAPATA","812","071209","081209",,
"799","OCONGATE","812","071210","081210",,
"800","OROPESA","812","071211","081211",,
"801","QUIQUIJANA","812","071212","081212",,
"802","URUBAMBA","813","071301","081301",,
"803","CHINCHERO","813","071302","081302",,
"804","HUAYLLABAMBA","813","071303","081303",,
"805","MACHUPICCHU","813","071304","081304",,
"806","MARAS","813","071305","081305",,
"807","OLLANTAYTAMBO","813","071306","081306",,
"808","YUCAY","813","071307","081307",,
"809","HUANCAVELICA","901","080101","090101",,
"810","ACOBAMBILLA","901","080102","090102",,
"811","ACORIA","901","080103","090103",,
"812","CONAYCA","901","080104","090104",,
"813","CUENCA","901","080105","090105",,
"814","HUACHOCOLPA","901","080106","090106",,
"815","HUAYLLAHUARA","901","080108","090107",,
"816","IZCUCHACA","901","080109","090108",,
"817","LARIA","901","080110","090109",,
"818","MANTA","901","080111","090110",,
"819","MARISCAL CACERES","901","080112","090111",,
"820","MOYA","901","080113","090112",,
"821","NUEVO OCCORO","901","080114","090113",,
"822","PALCA","901","080115","090114",,
"823","PILCHACA","901","080116","090115",,
"824","VILCA","901","080117","090116",,
"825","YAULI","901","080118","090117",,
"826","ASCENSION","901","080119","090118",,
"827","HUANDO","901","080120","090119",,
"828","ACOBAMBA","902","080201","090201",,
"829","ANDABAMBA","902","080203","090202",,
"830","ANTA","902","080202","090203",,
"831","CAJA","902","080204","090204",,
"832","MARCAS","902","080205","090205",,
"833","PAUCARA","902","080206","090206",,
"834","POMACOCHA","902","080207","090207",,
"835","ROSARIO","902","080208","090208",,
"836","LIRCAY","903","080301","090301",,
"837","ANCHONGA","903","080302","090302",,
"838","CALLANMARCA","903","080303","090303",,
"839","CCOCHACCASA","903","080312","090304",,
"840","CHINCHO","903","080305","090305",,
"841","CONGALLA","903","080304","090306",,
"842","HUANCA-HUANCA","903","080307","090307",,
"843","HUAYLLAY GRANDE","903","080306","090308",,
"844","JULCAMARCA","903","080308","090309",,
"845","SAN ANTONIO DE ANTAPARCO","903","080309","090310",,
"846","SANTO TOMAS DE PATA","903","080310","090311",,
"847","SECCLLA","903","080311","090312",,
"848","CASTROVIRREYNA","904","080401","090401",,
"849","ARMA","904","080402","090402",,
"850","AURAHUA","904","080403","090403",,
"851","CAPILLAS","904","080405","090404",,
"852","CHUPAMARCA","904","080408","090405",,
"853","COCAS","904","080406","090406",,
"854","HUACHOS","904","080409","090407",,
"855","HUAMATAMBO","904","080410","090408",,
"856","MOLLEPAMPA","904","080414","090409",,
"857","SAN JUAN","904","080422","090410",,
"858","SANTA ANA","904","080429","090411",,
"859","TANTARA","904","080427","090412",,
"860","TICRAPO","904","080428","090413",,
"861","CHURCAMPA","905","080701","090501",,
"862","ANCO","905","080702","090502",,
"863","CHINCHIHUASI","905","080703","090503",,
"864","EL CARMEN","905","080704","090504",,
"865","LA MERCED","905","080705","090505",,
"866","LOCROJA","905","080706","090506",,
"867","PAUCARBAMBA","905","080707","090507",,
"868","SAN MIGUEL DE MAYOCC","905","080708","090508",,
"869","SAN PEDRO DE CORIS","905","080709","090509",,
"870","PACHAMARCA","905","080710","090510",,
"871","COSME","905","080711","090511",,
"872","HUAYTARA","906","080604","090601",,
"873","AYAVI","906","080601","090602",,
"874","CORDOVA","906","080602","090603",,
"875","HUAYACUNDO ARMA","906","080603","090604",,
"876","LARAMARCA","906","080605","090605",,
"877","OCOYO","906","080606","090606",,
"878","PILPICHACA","906","080607","090607",,
"879","QUERCO","906","080608","090608",,
"880","QUITO-ARMA","906","080609","090609",,
"881","SAN ANTONIO DE CUSICANCHA","906","080610","090610",,
"882","SAN FRANCISCO DE SANGAYAICO","906","080611","090611",,
"883","SAN ISIDRO","906","080612","090612",,
"884","SANTIAGO DE CHOCORVOS","906","080613","090613",,
"885","SANTIAGO DE QUIRAHUARA","906","080614","090614",,
"886","SANTO DOMINGO DE CAPILLAS","906","080615","090615",,
"887","TAMBO","906","080616","090616",,
"888","PAMPAS","907","080501","090701",,
"889","ACOSTAMBO","907","080502","090702",,
"890","ACRAQUIA","907","080503","090703",,
"891","AHUAYCHA","907","080504","090704",,
"892","COLCABAMBA","907","080506","090705",,
"893","DANIEL HERNANDEZ","907","080509","090706",,
"894","HUACHOCOLPA","907","080511","090707",,
"895","HUARIBAMBA","907","080512","090709",,
"896","ÑAHUIMPUQUIO","907","080515","090710",,
"897","PAZOS","907","080517","090711",,
"898","QUISHUAR","907","080518","090713",,
"899","SALCABAMBA","907","080519","090714",,
"900","SALCAHUASI","907","080526","090715",,
"901","SAN MARCOS DE ROCCHAC","907","080520","090716",,
"902","SURCUBAMBA","907","080523","090717",,
"903","TINTAY PUNCU","907","080525","090718",,
"904","QUICHUAS","907","080528","090719",,
"905","ANDAYMARCA","907","080529","090720",,
"906","ROBLE","907","080530","090721",,
"907","PICHOS","907","080531","090722",,
"908","SANTIAGO DE TUCUMA","907","080532","090723",,
"909","HUANUCO","1001","090101","100101",,
"910","AMARILIS","1001","090110","100102",,
"911","CHINCHAO","1001","090102","100103",,
"912","CHURUBAMBA","1001","090103","100104",,
"913","MARGOS","1001","090104","100105",,
"914","QUISQUI","1001","090105","100106",,
"915","SAN FRANCISCO DE CAYRAN","1001","090106","100107",,
"916","SAN PEDRO DE CHAULAN","1001","090107","100108",,
"917","SANTA MARIA DEL VALLE","1001","090108","100109",,
"918","YARUMAYO","1001","090109","100110",,
"919","PILLCO MARCA","1001","090111","100111",,
"920","YACUS","1001","090112","100112",,
"921","SAN PABLO DE PILLAO","1001","090113","100113",,
"922","AMBO","1002","090201","100201",,
"923","CAYNA","1002","090202","100202",,
"924","COLPAS","1002","090203","100203",,
"925","CONCHAMARCA","1002","090204","100204",,
"926","HUACAR","1002","090205","100205",,
"927","SAN FRANCISCO","1002","090206","100206",,
"928","SAN RAFAEL","1002","090207","100207",,
"929","TOMAY KICHWA","1002","090208","100208",,
"930","LA UNION","1003","090301","100301",,
"931","CHUQUIS","1003","090307","100307",,
"932","MARIAS","1003","090312","100311",,
"933","PACHAS","1003","090314","100313",,
"934","QUIVILLA","1003","090316","100316",,
"935","RIPAN","1003","090317","100317",,
"936","SHUNQUI","1003","090321","100321",,
"937","SILLAPATA","1003","090322","100322",,
"938","YANAS","1003","090323","100323",,
"939","HUACAYBAMBA","1004","090901","100401",,
"940","CANCHABAMBA","1004","090903","100402",,
"941","COCHABAMBA","1004","090904","100403",,
"942","PINRA","1004","090902","100404",,
"943","LLATA","1005","090401","100501",,
"944","ARANCAY","1005","090402","100502",,
"945","CHAVIN DE PARIARCA","1005","090403","100503",,
"946","JACAS GRANDE","1005","090404","100504",,
"947","JIRCAN","1005","090405","100505",,
"948","MIRAFLORES","1005","090406","100506",,
"949","MONZON","1005","090407","100507",,
"950","PUNCHAO","1005","090408","100508",,
"951","PUÑOS","1005","090409","100509",,
"952","SINGA","1005","090410","100510",,
"953","TANTAMAYO","1005","090411","100511",,
"954","RUPA-RUPA","1006","090601","100601",,
"955","DANIEL ALOMIAS ROBLES","1006","090602","100602",,
"956","HERMILIO VALDIZAN","1006","090603","100603",,
"957","JOSE CRESPO Y CASTILLO","1006","090606","100604",,
"958","LUYANDO","1006","090604","100605",,
"959","MARIANO DAMASO BERAUN","1006","090605","100606",,
"960","PUCAYACU","1006","090607","100607",,
"961","CASTILLO GRANDE","1006","090608","100608",,
"962","PUEBLO NUEVO","1006","090609","100609",,
"963","SANTO DOMINGO DE ANDA","1006","090610","100610",,
"964","HUACRACHUCO","1007","090501","100701",,
"965","CHOLON","1007","090502","100702",,
"966","SAN BUENAVENTURA","1007","090505","100703",,
"967","LA MORADA","1007","090506","100704",,
"968","SANTA ROSA DE ALTO YANAJANCA","1007","090507","100705",,
"969","PANAO","1008","090701","100801",,
"970","CHAGLLA","1008","090702","100802",,
"971","MOLINO","1008","090704","100803",,
"972","UMARI","1008","090706","100804",,
"973","PUERTO INCA","1009","090802","100901",,
"974","CODO DEL POZUZO","1009","090803","100902",,
"975","HONORIA","1009","090801","100903",,
"976","TOURNAVISTA","1009","090804","100904",,
"977","YUYAPICHIS","1009","090805","100905",,
"978","JESUS","1010","091001","101001",,
"979","BAÑOS","1010","091002","101002",,
"980","JIVIA","1010","091007","101003",,
"981","QUEROPALCA","1010","091004","101004",,
"982","RONDOS","1010","091006","101005",,
"983","SAN FRANCISCO DE ASIS","1010","091003","101006",,
"984","SAN MIGUEL DE CAURI","1010","091005","101007",,
"985","CHAVINILLO","1011","091101","101101",,
"986","CAHUAC","1011","091103","101102",,
"987","CHACABAMBA","1011","091104","101103",,
"988","APARICIO POMARES","1011","091102","101104",,
"989","JACAS CHICO","1011","091105","101105",,
"990","OBAS","1011","091106","101106",,
"991","PAMPAMARCA","1011","091107","101107",,
"992","CHORAS","1011","091108","101108",,
"993","ICA","1101","100101","110101",,
"994","LA TINGUIÑA","1101","100102","110102",,
"995","LOS AQUIJES","1101","100103","110103",,
"996","OCUCAJE","1101","100114","110104",,
"997","PACHACUTEC","1101","100113","110105",,
"998","PARCONA","1101","100104","110106",,
"999","PUEBLO NUEVO","1101","100105","110107",,
"1000","SALAS","1101","100106","110108",,
"1001","SAN JOSE DE LOS MOLINOS","1101","100107","110109",,
"1002","SAN JUAN BAUTISTA","1101","100108","110110",,
"1003","SANTIAGO","1101","100109","110111",,
"1004","SUBTANJALLA","1101","100110","110112",,
"1005","TATE","1101","100112","110113",,
"1006","YAUCA DEL ROSARIO","1101","100111","110114",,
"1007","CHINCHA ALTA","1102","100201","110201",,
"1008","ALTO LARAN","1102","100209","110202",,
"1009","CHAVIN","1102","100202","110203",,
"1010","CHINCHA BAJA","1102","100203","110204",,
"1011","EL CARMEN","1102","100204","110205",,
"1012","GROCIO PRADO","1102","100205","110206",,
"1013","PUEBLO NUEVO","1102","100210","110207",,
"1014","SAN JUAN DE YANAC","1102","100211","110208",,
"1015","SAN PEDRO DE HUACARPANA","1102","100206","110209",,
"1016","SUNAMPE","1102","100207","110210",,
"1017","TAMBO DE MORA","1102","100208","110211",,
"1018","NAZCA","1103","100301","110301",,
"1019","CHANGUILLO","1103","100302","110302",,
"1020","EL INGENIO","1103","100303","110303",,
"1021","MARCONA","1103","100304","110304",,
"1022","VISTA ALEGRE","1103","100305","110305",,
"1023","PALPA","1104","100501","110401",,
"1024","LLIPATA","1104","100502","110402",,
"1025","RIO GRANDE","1104","100503","110403",,
"1026","SANTA CRUZ","1104","100504","110404",,
"1027","TIBILLO","1104","100505","110405",,
"1028","PISCO","1105","100401","110501",,
"1029","HUANCANO","1105","100402","110502",,
"1030","HUMAY","1105","100403","110503",,
"1031","INDEPENDENCIA","1105","100404","110504",,
"1032","PARACAS","1105","100405","110505",,
"1033","SAN ANDRES","1105","100406","110506",,
"1034","SAN CLEMENTE","1105","100407","110507",,
"1035","TUPAC AMARU INCA","1105","100408","110508",,
"1036","HUANCAYO","1201","110101","120101",,
"1037","CARHUACALLANGA","1201","110103","120104",,
"1038","CHACAPAMPA","1201","110106","120105",,
"1039","CHICCHE","1201","110107","120106",,
"1040","CHILCA","1201","110108","120107",,
"1041","CHONGOS ALTO","1201","110109","120108",,
"1042","CHUPURO","1201","110112","120111",,
"1043","COLCA","1201","110104","120112",,
"1044","CULLHUAS","1201","110105","120113",,
"1045","EL TAMBO","1201","110113","120114",,
"1046","HUACRAPUQUIO","1201","110114","120116",,
"1047","HUALHUAS","1201","110116","120117",,
"1048","HUANCAN","1201","110118","120119",,
"1049","HUASICANCHA","1201","110119","120120",,
"1050","HUAYUCACHI","1201","110120","120121",,
"1051","INGENIO","1201","110121","120122",,
"1052","PARIAHUANCA","1201","110122","120124",,
"1053","PILCOMAYO","1201","110123","120125",,
"1054","PUCARA","1201","110124","120126",,
"1055","QUICHUAY","1201","110125","120127",,
"1056","QUILCAS","1201","110126","120128",,
"1057","SAN AGUSTIN","1201","110127","120129",,
"1058","SAN JERONIMO DE TUNAN","1201","110128","120130",,
"1059","SAÑO","1201","110132","120132",,
"1060","SAPALLANGA","1201","110133","120133",,
"1061","SICAYA","1201","110134","120134",,
"1062","SANTO DOMINGO DE ACOBAMBA","1201","110131","120135",,
"1063","VIQUES","1201","110136","120136",,
"1064","CONCEPCION","1202","110201","120201",,
"1065","ACO","1202","110202","120202",,
"1066","ANDAMARCA","1202","110203","120203",,
"1067","CHAMBARA","1202","110206","120204",,
"1068","COCHAS","1202","110205","120205",,
"1069","COMAS","1202","110204","120206",,
"1070","HEROINAS TOLEDO","1202","110207","120207",,
"1071","MANZANARES","1202","110208","120208",,
"1072","MARISCAL CASTILLA","1202","110209","120209",,
"1073","MATAHUASI","1202","110210","120210",,
"1074","MITO","1202","110211","120211",,
"1075","NUEVE DE JULIO","1202","110212","120212",,
"1076","ORCOTUNA","1202","110213","120213",,
"1077","SAN JOSE DE QUERO","1202","110215","120214",,
"1078","SANTA ROSA DE OCOPA","1202","110214","120215",,
"1079","CHANCHAMAYO","1203","110801","120301",,
"1080","PERENE","1203","110806","120302",,
"1081","PICHANAQUI","1203","110805","120303",,
"1082","SAN LUIS DE SHUARO","1203","110804","120304",,
"1083","SAN RAMON","1203","110802","120305",,
"1084","VITOC","1203","110803","120306",,
"1085","JAUJA","1204","110301","120401",,
"1086","ACOLLA","1204","110302","120402",,
"1087","APATA","1204","110303","120403",,
"1088","ATAURA","1204","110304","120404",,
"1089","CANCHAYLLO","1204","110305","120405",,
"1090","CURICACA","1204","110331","120406",,
"1091","EL MANTARO","1204","110306","120407",,
"1092","HUAMALI","1204","110307","120408",,
"1093","HUARIPAMPA","1204","110308","120409",,
"1094","HUERTAS","1204","110309","120410",,
"1095","JANJAILLO","1204","110310","120411",,
"1096","JULCAN","1204","110311","120412",,
"1097","LEONOR ORDOÑEZ","1204","110312","120413",,
"1098","LLOCLLAPAMPA","1204","110313","120414",,
"1099","MARCO","1204","110314","120415",,
"1100","MASMA","1204","110315","120416",,
"1101","MASMA CHICCHE","1204","110332","120417",,
"1102","MOLINOS","1204","110316","120418",,
"1103","MONOBAMBA","1204","110317","120419",,
"1104","MUQUI","1204","110318","120420",,
"1105","MUQUIYAUYO","1204","110319","120421",,
"1106","PACA","1204","110320","120422",,
"1107","PACCHA","1204","110321","120423",,
"1108","PANCAN","1204","110322","120424",,
"1109","PARCO","1204","110323","120425",,
"1110","POMACANCHA","1204","110324","120426",,
"1111","RICRAN","1204","110325","120427",,
"1112","SAN LORENZO","1204","110326","120428",,
"1113","SAN PEDRO DE CHUNAN","1204","110327","120429",,
"1114","SAUSA","1204","110333","120430",,
"1115","SINCOS","1204","110328","120431",,
"1116","TUNAN MARCA","1204","110329","120432",,
"1117","YAULI","1204","110330","120433",,
"1118","YAUYOS","1204","110334","120434",,
"1119","JUNIN","1205","110401","120501",,
"1120","CARHUAMAYO","1205","110402","120502",,
"1121","ONDORES","1205","110403","120503",,
"1122","ULCUMAYO","1205","110404","120504",,
"1123","SATIPO","1206","110701","120601",,
"1124","COVIRIALI","1206","110702","120602",,
"1125","LLAYLLA","1206","110703","120603",,
"1126","MAZAMARI","1206","110704","120604",,
"1127","PAMPA HERMOSA","1206","110705","120605",,
"1128","PANGOA","1206","110706","120606",,
"1129","RIO NEGRO","1206","110707","120607",,
"1130","RIO TAMBO","1206","110708","120608",,
"1131","VIZCATAN DEL ENE","1206","110709","120609",,
"1132","TARMA","1207","110501","120701",,
"1133","ACOBAMBA","1207","110502","120702",,
"1134","HUARICOLCA","1207","110503","120703",,
"1135","HUASAHUASI","1207","110504","120704",,
"1136","LA UNION","1207","110505","120705",,
"1137","PALCA","1207","110506","120706",,
"1138","PALCAMAYO","1207","110507","120707",,
"1139","SAN PEDRO DE CAJAS","1207","110508","120708",,
"1140","TAPO","1207","110509","120709",,
"1141","LA OROYA","1208","110601","120801",,
"1142","CHACAPALPA","1208","110602","120802",,
"1143","HUAY-HUAY","1208","110603","120803",,
"1144","MARCAPOMACOCHA","1208","110604","120804",,
"1145","MOROCOCHA","1208","110605","120805",,
"1146","PACCHA","1208","110606","120806",,
"1147","SANTA BARBARA DE CARHUACAYAN","1208","110607","120807",,
"1148","SANTA ROSA DE SACCO","1208","110610","120808",,
"1149","SUITUCANCHA","1208","110608","120809",,
"1150","YAULI","1208","110609","120810",,
"1151","CHUPACA","1209","110901","120901",,
"1152","AHUAC","1209","110902","120902",,
"1153","CHONGOS BAJO","1209","110903","120903",,
"1154","HUACHAC","1209","110904","120904",,
"1155","HUAMANCACA CHICO","1209","110905","120905",,
"1156","SAN JUAN DE YSCOS","1209","110906","120906",,
"1157","SAN JUAN DE JARPA","1209","110907","120907",,
"1158","TRES DE DICIEMBRE","1209","110908","120908",,
"1159","YANACANCHA","1209","110909","120909",,
"1160","TRUJILLO","1301","120101","130101",,
"1161","EL PORVENIR","1301","120110","130102",,
"1162","FLORENCIA DE MORA","1301","120112","130103",,
"1163","HUANCHACO","1301","120102","130104",,
"1164","LA ESPERANZA","1301","120111","130105",,
"1165","LAREDO","1301","120103","130106",,
"1166","MOCHE","1301","120104","130107",,
"1167","POROTO","1301","120109","130108",,
"1168","SALAVERRY","1301","120105","130109",,
"1169","SIMBAL","1301","120106","130110",,
"1170","VICTOR LARCO HERRERA","1301","120107","130111",,
"1171","ASCOPE","1302","120801","130201",,
"1172","CHICAMA","1302","120802","130202",,
"1173","CHOCOPE","1302","120803","130203",,
"1174","MAGDALENA DE CAO","1302","120805","130204",,
"1175","PAIJAN","1302","120806","130205",,
"1176","RAZURI","1302","120807","130206",,
"1177","SANTIAGO DE CAO","1302","120804","130207",,
"1178","CASA GRANDE","1302","120808","130208",,
"1179","BOLIVAR","1303","120201","130301",,
"1180","BAMBAMARCA","1303","120202","130302",,
"1181","CONDORMARCA","1303","120203","130303",,
"1182","LONGOTEA","1303","120204","130304",,
"1183","UCHUMARCA","1303","120206","130305",,
"1184","UCUNCHA","1303","120205","130306",,
"1185","CHEPEN","1304","120901","130401",,
"1186","PACANGA","1304","120902","130402",,
"1187","PUEBLO NUEVO","1304","120903","130403",,
"1188","JULCAN","1305","121001","130501",,
"1189","CALAMARCA","1305","121003","130502",,
"1190","CARABAMBA","1305","121002","130503",,
"1191","HUASO","1305","121004","130504",,
"1192","OTUZCO","1306","120401","130601",,
"1193","AGALLPAMPA","1306","120402","130602",,
"1194","CHARAT","1306","120403","130604",,
"1195","HUARANCHAL","1306","120404","130605",,
"1196","LA CUESTA","1306","120405","130606",,
"1197","MACHE","1306","120413","130608",,
"1198","PARANDAY","1306","120408","130610",,
"1199","SALPO","1306","120409","130611",,
"1200","SINSICAP","1306","120410","130613",,
"1201","USQUIL","1306","120411","130614",,
"1202","SAN PEDRO DE LLOC","1307","120501","130701",,
"1203","GUADALUPE","1307","120503","130702",,
"1204","JEQUETEPEQUE","1307","120504","130703",,
"1205","PACASMAYO","1307","120506","130704",,
"1206","SAN JOSE","1307","120508","130705",,
"1207","TAYABAMBA","1308","120601","130801",,
"1208","BULDIBUYO","1308","120602","130802",,
"1209","CHILLIA","1308","120603","130803",,
"1210","HUANCASPATA","1308","120605","130804",,
"1211","HUAYLILLAS","1308","120604","130805",,
"1212","HUAYO","1308","120606","130806",,
"1213","ONGON","1308","120607","130807",,
"1214","PARCOY","1308","120608","130808",,
"1215","PATAZ","1308","120609","130809",,
"1216","PIAS","1308","120610","130810",,
"1217","SANTIAGO DE CHALLAS","1308","120613","130811",,
"1218","TAURIJA","1308","120611","130812",,
"1219","URPAY","1308","120612","130813",,
"1220","HUAMACHUCO","1309","120301","130901",,
"1221","CHUGAY","1309","120304","130902",,
"1222","COCHORCO","1309","120302","130903",,
"1223","CURGOS","1309","120303","130904",,
"1224","MARCABAL","1309","120305","130905",,
"1225","SANAGORAN","1309","120306","130906",,
"1226","SARIN","1309","120307","130907",,
"1227","SARTIMBAMBA","1309","120308","130908",,
"1228","SANTIAGO DE CHUCO","1310","120701","131001",,
"1229","ANGASMARCA","1310","120708","131002",,
"1230","CACHICADAN","1310","120702","131003",,
"1231","MOLLEBAMBA","1310","120703","131004",,
"1232","MOLLEPATA","1310","120704","131005",,
"1233","QUIRUVILCA","1310","120705","131006",,
"1234","SANTA CRUZ DE CHUCA","1310","120706","131007",,
"1235","SITABAMBA","1310","120707","131008",,
"1236","CASCAS","1311","121101","131101",,
"1237","LUCMA","1311","121102","131102",,
"1238","MARMOT","1311","121103","131103",,
"1239","SAYAPULLO","1311","121104","131104",,
"1240","VIRU","1312","121201","131201",,
"1241","CHAO","1312","121202","131202",,
"1242","GUADALUPITO","1312","121203","131203",,
"1243","CHICLAYO","1401","130101","140101",,
"1244","CHONGOYAPE","1401","130102","140102",,
"1245","ETEN","1401","130103","140103",,
"1246","ETEN PUERTO","1401","130104","140104",,
"1247","JOSE LEONARDO ORTIZ","1401","130112","140105",,
"1248","LA VICTORIA","1401","130115","140106",,
"1249","LAGUNAS","1401","130105","140107",,
"1250","MONSEFU","1401","130106","140108",,
"1251","NUEVA ARICA","1401","130107","140109",,
"1252","OYOTUN","1401","130108","140110",,
"1253","PICSI","1401","130109","140111",,
"1254","PIMENTEL","1401","130110","140112",,
"1255","REQUE","1401","130111","140113",,
"1256","SANTA ROSA","1401","130113","140114",,
"1257","SAÑA","1401","130114","140115",,
"1258","CAYALTI","1401","130116","140116",,
"1259","PATAPO","1401","130117","140117",,
"1260","POMALCA","1401","130118","140118",,
"1261","PUCALA","1401","130119","140119",,
